id,contrato_id,numero_parcela,valor,data_vencimento,paga,data_pagamento
2734,658,5,533.42,2024-07-30,True,2024-07-26
2735,659,1,761.49,2024-04-28,True,2024-04-27
2736,659,2,440.89,2024-05-28,True,2024-05-25
2737,659,3,698.24,2024-06-27,True,2024-06-26
2738,659,4,609.27,2024-07-27,True,2024-07-26
2739,660,1,598.19,2024-04-13,True,2024-04-08
2740,660,2,978.5,2024-05-13,True,2024-05-11
2741,660,3,231.52,2024-06-12,True,2024-06-08
2742,660,4,464.48,2024-07-12,True,2024-07-11
2743,660,5,868.19,2024-08-11,True,2024-08-10
2744,661,1,823.62,2024-04-14,True,2024-04-11
2745,661,2,715.47,2024-05-14,True,2024-05-16
2746,661,3,571.42,2024-06-13,True,2024-06-12
2747,661,4,881.8,2024-07-13,True,2024-07-09
2748,661,5,790.83,2024-08-12,True,2024-08-11
2749,662,1,207.74,2024-02-17,True,2024-02-14
2750,662,2,486.02,2024-03-18,True,2024-03-17
2751,662,3,498.1,2024-04-17,True,2024-04-13
2752,662,4,969.85,2024-05-17,True,2024-05-13
2753,662,5,839.92,2024-06-16,True,2024-06-15
2754,663,1,306.01,2024-01-18,True,2024-01-19
2755,663,2,282.97,2024-02-17,False,
2756,663,3,586.14,2024-03-18,True,2024-03-13
2757,663,4,503.8,2024-04-17,True,2024-04-15
2758,663,5,586.46,2024-05-17,True,2024-05-20
2759,663,6,236.78,2024-06-16,True,2024-06-11
2760,664,1,814.02,2024-03-01,True,2024-02-27
2761,664,2,615.28,2024-03-31,True,2024-03-27
2762,664,3,729.37,2024-04-30,True,2024-04-26
2763,664,4,318.92,2024-05-30,True,2024-06-03
2764,664,5,243.65,2024-06-29,True,2024-06-25
2765,665,1,881.5,2024-01-26,True,2024-01-22
2766,665,2,456.51,2024-02-25,True,2024-02-20
2767,665,3,378.17,2024-03-26,True,2024-03-24
2768,665,4,263.06,2024-04-25,True,2024-04-24
2769,666,1,885.27,2024-03-04,True,2024-02-29
2770,666,2,796.19,2024-04-03,True,2024-04-02
2771,666,3,645.7,2024-05-03,True,2024-04-28
2772,666,4,970.54,2024-06-02,True,2024-06-06
2773,666,5,365.48,2024-07-02,True,2024-07-04
2774,667,1,860.25,2024-04-06,True,2024-04-08
2775,667,2,648.12,2024-05-06,True,2024-05-03
2776,667,3,772.73,2024-06-05,True,2024-06-03
2777,667,4,201.76,2024-07-05,True,2024-07-02
2778,668,1,638.15,2024-02-06,True,2024-02-04
2779,668,2,593.94,2024-03-07,True,2024-03-03
2780,668,3,285.57,2024-04-06,True,2024-04-02
2781,668,4,372.47,2024-05-06,True,2024-05-03
2782,669,1,286.21,2024-03-09,True,2024-03-14
2783,669,2,671.05,2024-04-08,True,2024-04-03
2784,669,3,964.95,2024-05-08,True,2024-05-03
2785,669,4,788.97,2024-06-07,True,2024-06-02
2786,670,1,586.35,2024-04-09,True,2024-04-10
2787,670,2,753.45,2024-05-09,True,2024-05-09
2788,670,3,509.92,2024-06-08,True,2024-06-12
2789,670,4,905.11,2024-07-08,True,2024-07-06
2790,670,5,418.88,2024-08-07,False,
2791,670,6,976.39,2024-09-06,True,2024-09-02
2792,671,1,682.02,2024-01-27,True,2024-01-22
2793,671,2,888.57,2024-02-26,True,2024-03-02
2794,671,3,373.87,2024-03-27,True,2024-03-24
2795,671,4,936.95,2024-04-26,True,2024-04-24
2796,671,5,603.11,2024-05-26,True,2024-05-25
2797,671,6,808.62,2024-06-25,True,2024-06-21
2798,672,1,739.39,2024-03-12,True,2024-03-08
2799,672,2,846.64,2024-04-11,True,2024-04-09
2800,672,3,242.45,2024-05-11,True,2024-05-09
2801,672,4,986.83,2024-06-10,True,2024-06-09
2802,672,5,752.48,2024-07-10,True,2024-07-09
2803,672,6,486.95,2024-08-09,True,2024-08-04
2804,673,1,891.87,2024-05-04,True,2024-05-02
2805,673,2,608.74,2024-06-03,True,2024-06-02
2806,673,3,941.19,2024-07-03,True,2024-07-08
2807,673,4,450.12,2024-08-02,True,2024-07-30
2808,673,5,362.47,2024-09-01,True,2024-09-04
2809,674,1,863.99,2024-04-25,False,
2810,674,2,763.7,2024-05-25,True,2024-05-20
2811,674,3,790.76,2024-06-24,True,2024-06-22
2812,674,4,435.34,2024-07-24,True,2024-07-22
2813,674,5,969.98,2024-08-23,True,2024-08-22
2814,674,6,542.81,2024-09-22,True,2024-09-17
2815,675,1,876.81,2024-03-26,True,2024-03-24
2816,675,2,231.95,2024-04-25,False,
2817,675,3,677.5,2024-05-25,True,2024-05-22
2818,675,4,592.44,2024-06-24,True,2024-06-21
2819,675,5,620.32,2024-07-24,False,
2820,676,1,616.49,2024-04-23,True,2024-04-18
2821,676,2,629.63,2024-05-23,True,2024-05-21
2822,676,3,730.67,2024-06-22,True,2024-06-17
2823,676,4,624.4,2024-07-22,False,
2824,677,1,858.95,2024-02-01,False,
2825,677,2,207.04,2024-03-02,True,2024-02-26
2826,677,3,934.89,2024-04-01,True,2024-03-29
2827,677,4,505.1,2024-05-01,True,2024-04-28
2828,677,5,632.19,2024-05-31,True,2024-06-02
2829,678,1,611.45,2024-02-22,True,2024-02-19
2830,678,2,918.63,2024-03-23,True,2024-03-22
2831,678,3,333.92,2024-04-22,False,
2832,678,4,630.38,2024-05-22,True,2024-05-20
2833,679,1,891.96,2024-04-12,True,2024-04-07
2834,679,2,863.0,2024-05-12,True,2024-05-08
2835,679,3,717.25,2024-06-11,False,
2836,679,4,797.51,2024-07-11,True,2024-07-08
2837,679,5,230.31,2024-08-10,True,2024-08-07
2838,680,1,646.47,2024-01-28,True,2024-01-25
2839,680,2,526.11,2024-02-27,True,2024-02-24
2840,680,3,213.51,2024-03-28,True,2024-03-23
2841,680,4,250.59,2024-04-27,True,2024-04-26
2842,680,5,486.16,2024-05-27,True,2024-05-24
2843,680,6,685.25,2024-06-26,True,2024-06-29
2844,681,1,516.09,2024-04-14,True,2024-04-09
2845,681,2,375.89,2024-05-14,True,2024-05-09
2846,681,3,435.98,2024-06-13,True,2024-06-10
2847,681,4,965.91,2024-07-13,True,2024-07-14
2848,682,1,298.59,2024-05-02,True,2024-04-27
2849,682,2,638.02,2024-06-01,True,2024-05-29
2850,682,3,369.39,2024-07-01,False,
2851,682,4,881.17,2024-07-31,True,2024-07-26
2852,682,5,867.8,2024-08-30,True,2024-08-25
2853,683,1,881.8,2024-04-30,True,2024-05-04
2854,683,2,569.01,2024-05-30,True,2024-05-29
2855,683,3,400.55,2024-06-29,True,2024-06-26
2856,683,4,485.71,2024-07-29,True,2024-07-26
2857,683,5,695.61,2024-08-28,False,
2858,684,1,454.23,2024-01-03,True,2023-12-31
2859,684,2,754.77,2024-02-02,True,2024-01-30
2860,684,3,966.93,2024-03-03,True,2024-03-01
2861,684,4,769.76,2024-04-02,True,2024-03-30
2862,684,5,307.44,2024-05-02,True,2024-05-05
2863,684,6,556.29,2024-06-01,True,2024-05-31
2864,685,1,340.62,2024-03-19,True,2024-03-20
2865,685,2,913.04,2024-04-18,True,2024-04-17
2866,685,3,781.94,2024-05-18,True,2024-05-23
2867,685,4,224.96,2024-06-17,True,2024-06-12
2868,685,5,370.21,2024-07-17,True,2024-07-12
2869,685,6,577.68,2024-08-16,True,2024-08-14
2870,686,1,913.15,2024-02-16,True,2024-02-17
2871,686,2,571.76,2024-03-17,True,2024-03-12
2872,686,3,208.47,2024-04-16,True,2024-04-20
2873,686,4,747.33,2024-05-16,True,2024-05-14
2874,686,5,343.32,2024-06-15,False,
2875,686,6,727.53,2024-07-15,False,
2876,687,1,788.74,2024-03-07,True,2024-03-05
2877,687,2,809.18,2024-04-06,True,2024-04-04
2878,687,3,234.25,2024-05-06,True,2024-05-08
2879,687,4,510.47,2024-06-05,False,
2880,687,5,905.24,2024-07-05,True,2024-07-04
2881,688,1,762.99,2024-01-08,True,2024-01-13
2882,688,2,410.65,2024-02-07,True,2024-02-03
2883,688,3,492.24,2024-03-08,True,2024-03-12
2884,688,4,401.27,2024-04-07,False,
2885,688,5,378.32,2024-05-07,True,2024-05-09
2886,688,6,589.49,2024-06-06,True,2024-06-01
2887,689,1,905.63,2024-05-06,True,2024-05-01
2888,689,2,714.78,2024-06-05,True,2024-06-02
2889,689,3,681.62,2024-07-05,True,2024-07-01
2890,689,4,848.94,2024-08-04,True,2024-07-31
2891,689,5,583.22,2024-09-03,True,2024-08-30
2892,690,1,217.96,2024-02-23,True,2024-02-21
2893,690,2,307.78,2024-03-24,True,2024-03-25
2894,690,3,244.73,2024-04-23,True,2024-04-19
2895,690,4,679.49,2024-05-23,True,2024-05-20
2896,690,5,957.8,2024-06-22,True,2024-06-18
2897,690,6,893.84,2024-07-22,True,2024-07-26
2898,691,1,314.17,2024-04-19,True,2024-04-14
2899,691,2,727.72,2024-05-19,True,2024-05-16
2900,691,3,937.88,2024-06-18,True,2024-06-14
2901,691,4,508.37,2024-07-18,True,2024-07-13
2902,691,5,747.49,2024-08-17,True,2024-08-15
2903,692,1,580.7,2024-02-16,True,2024-02-11
2904,692,2,602.66,2024-03-17,True,2024-03-15
2905,692,3,921.59,2024-04-16,True,2024-04-12
2906,692,4,617.64,2024-05-16,True,2024-05-11
2907,693,1,543.17,2024-02-03,False,
2908,693,2,585.7,2024-03-04,True,2024-02-28
2909,693,3,278.17,2024-04-03,True,2024-04-01
2910,693,4,928.07,2024-05-03,True,2024-04-28
2911,693,5,526.92,2024-06-02,True,2024-06-01
2912,693,6,662.39,2024-07-02,True,2024-06-30
2913,694,1,750.21,2024-01-11,True,2024-01-09
2914,694,2,540.86,2024-02-10,True,2024-02-05
2915,694,3,538.85,2024-03-11,True,2024-03-07
2916,694,4,803.98,2024-04-10,True,2024-04-06
2917,695,1,342.98,2024-02-07,True,2024-02-04
2918,695,2,662.12,2024-03-08,True,2024-03-06
2919,695,3,884.0,2024-04-07,True,2024-04-03
2920,695,4,826.49,2024-05-07,False,
2921,695,5,280.22,2024-06-06,True,2024-06-01
2922,696,1,691.22,2024-04-26,True,2024-04-22
2923,696,2,971.66,2024-05-26,True,2024-05-24
2924,696,3,577.33,2024-06-25,True,2024-06-22
2925,696,4,377.42,2024-07-25,True,2024-07-21
2926,697,1,944.55,2024-03-20,True,2024-03-17
2927,697,2,769.28,2024-04-19,True,2024-04-20
2928,697,3,712.23,2024-05-19,True,2024-05-14
2929,697,4,428.81,2024-06-18,True,2024-06-13
2930,697,5,758.76,2024-07-18,True,2024-07-15
2931,697,6,391.41,2024-08-17,True,2024-08-14
2932,698,1,823.74,2024-01-18,True,2024-01-13
2933,698,2,360.25,2024-02-17,True,2024-02-16
2934,698,3,639.67,2024-03-18,True,2024-03-13
2935,698,4,478.48,2024-04-17,False,
2936,698,5,421.21,2024-05-17,True,2024-05-13
2937,698,6,659.93,2024-06-16,True,2024-06-15
2938,699,1,646.9,2024-01-18,True,2024-01-17
2939,699,2,842.35,2024-02-17,False,
2940,699,3,900.89,2024-03-18,True,2024-03-14
2941,699,4,972.84,2024-04-17,True,2024-04-14
2942,699,5,968.99,2024-05-17,True,2024-05-12
2943,700,1,889.62,2024-04-11,True,2024-04-07
2944,700,2,706.93,2024-05-11,False,
2945,700,3,741.53,2024-06-10,True,2024-06-07
2946,700,4,613.2,2024-07-10,True,2024-07-11
2947,700,5,429.83,2024-08-09,True,2024-08-06
2948,700,6,260.82,2024-09-08,False,
2949,701,1,581.24,2024-03-09,True,2024-03-11
2950,701,2,346.23,2024-04-08,True,2024-04-09
2951,701,3,599.2,2024-05-08,True,2024-05-05
2952,701,4,365.42,2024-06-07,True,2024-06-02
2953,702,1,484.82,2024-04-20,True,2024-04-19
2954,702,2,740.65,2024-05-20,True,2024-05-15
2955,702,3,966.39,2024-06-19,True,2024-06-16
2956,702,4,593.87,2024-07-19,False,
2957,702,5,917.6,2024-08-18,True,2024-08-13
2958,702,6,424.21,2024-09-17,True,2024-09-16
2959,703,1,620.59,2024-01-16,True,2024-01-16
2960,703,2,601.98,2024-02-15,True,2024-02-13
2961,703,3,565.76,2024-03-16,True,2024-03-13
2962,703,4,751.37,2024-04-15,True,2024-04-10
2963,704,1,280.6,2024-03-15,True,2024-03-16
2964,704,2,638.85,2024-04-14,True,2024-04-09
2965,704,3,474.48,2024-05-14,True,2024-05-10
2966,704,4,760.57,2024-06-13,True,2024-06-15
2967,704,5,560.58,2024-07-13,True,2024-07-18
2968,704,6,382.85,2024-08-12,True,2024-08-10
2969,705,1,644.27,2024-01-24,True,2024-01-22
2970,705,2,578.39,2024-02-23,True,2024-02-21
2971,705,3,996.45,2024-03-24,True,2024-03-21
2972,705,4,828.27,2024-04-23,True,2024-04-18
2973,705,5,238.17,2024-05-23,True,2024-05-21
2974,706,1,851.05,2024-03-17,True,2024-03-13
2975,706,2,795.67,2024-04-16,True,2024-04-11
2976,706,3,945.48,2024-05-16,True,2024-05-15
2977,706,4,480.87,2024-06-15,True,2024-06-10
2978,706,5,660.72,2024-07-15,True,2024-07-12
2979,706,6,484.09,2024-08-14,True,2024-08-10
2980,707,1,911.71,2024-01-28,True,2024-01-26
2981,707,2,894.61,2024-02-27,True,2024-03-01
2982,707,3,705.02,2024-03-28,True,2024-03-28
2983,707,4,263.29,2024-04-27,True,2024-04-24
2984,707,5,768.35,2024-05-27,True,2024-05-23
2985,708,1,824.78,2024-04-26,False,
2986,708,2,798.32,2024-05-26,True,2024-05-24
2987,708,3,347.11,2024-06-25,True,2024-06-22
2988,708,4,952.35,2024-07-25,True,2024-07-23
2989,708,5,517.64,2024-08-24,True,2024-08-27
2990,708,6,638.75,2024-09-23,True,2024-09-22
2991,709,1,283.14,2024-03-24,True,2024-03-20
2992,709,2,447.5,2024-04-23,True,2024-04-21
2993,709,3,305.02,2024-05-23,True,2024-05-20
2994,709,4,888.3,2024-06-22,True,2024-06-17
2995,709,5,947.89,2024-07-22,True,2024-07-17
2996,710,1,341.63,2024-03-02,True,2024-02-26
2997,710,2,547.98,2024-04-01,True,2024-03-29
2998,710,3,585.32,2024-05-01,True,2024-04-28
2999,710,4,492.63,2024-05-31,True,2024-05-30
3000,711,1,618.65,2024-02-02,True,2024-01-30
3001,711,2,575.36,2024-03-03,True,2024-03-06
3002,711,3,439.69,2024-04-02,True,2024-03-28
3003,711,4,384.97,2024-05-02,True,2024-04-28
3004,712,1,905.73,2024-03-13,True,2024-03-09
3005,712,2,862.74,2024-04-12,True,2024-04-10
3006,712,3,613.29,2024-05-12,True,2024-05-09
3007,712,4,427.74,2024-06-11,True,2024-06-14
3008,713,1,350.4,2024-04-10,True,2024-04-09
3009,713,2,709.51,2024-05-10,True,2024-05-05
3010,713,3,593.6,2024-06-09,True,2024-06-04
3011,713,4,217.7,2024-07-09,False,
3012,714,1,425.69,2024-04-04,True,2024-04-03
3013,714,2,386.25,2024-05-04,True,2024-05-01
3014,714,3,536.19,2024-06-03,True,2024-05-31
3015,714,4,570.95,2024-07-03,True,2024-07-01
3016,714,5,244.83,2024-08-02,True,2024-07-29
3017,715,1,345.28,2024-02-02,True,2024-01-29
3018,715,2,862.6,2024-03-03,True,2024-03-01
3019,715,3,507.84,2024-04-02,False,
3020,715,4,397.73,2024-05-02,False,
3021,715,5,359.34,2024-06-01,True,2024-05-30
3022,716,1,578.26,2024-02-26,True,2024-02-23
3023,716,2,326.89,2024-03-27,True,2024-03-22
3024,716,3,616.74,2024-04-26,True,2024-04-24
3025,716,4,488.34,2024-05-26,True,2024-05-25
3026,717,1,388.77,2024-04-01,True,2024-03-29
3027,717,2,667.76,2024-05-01,True,2024-04-30
3028,717,3,664.86,2024-05-31,True,2024-05-29
3029,717,4,497.12,2024-06-30,True,2024-06-29
3030,718,1,748.76,2024-03-29,True,2024-04-03
3031,718,2,248.04,2024-04-28,True,2024-04-23
3032,718,3,833.17,2024-05-28,True,2024-05-23
3033,718,4,830.85,2024-06-27,True,2024-06-30
3034,719,1,786.55,2024-02-21,True,2024-02-19
3035,719,2,400.56,2024-03-22,True,2024-03-17
3036,719,3,435.77,2024-04-21,True,2024-04-19
3037,719,4,634.9,2024-05-21,True,2024-05-16
3038,719,5,931.58,2024-06-20,True,2024-06-18
3039,719,6,559.51,2024-07-20,True,2024-07-16
3040,720,1,200.58,2024-03-02,True,2024-02-29
3041,720,2,906.35,2024-04-01,True,2024-03-27
3042,720,3,391.03,2024-05-01,True,2024-04-26
3043,720,4,855.24,2024-05-31,True,2024-05-26
3044,721,1,323.31,2024-04-30,True,2024-04-27
3045,721,2,288.37,2024-05-30,True,2024-05-28
3046,721,3,342.91,2024-06-29,True,2024-06-27
3047,721,4,279.0,2024-07-29,True,2024-08-03
3048,721,5,591.93,2024-08-28,True,2024-08-27
3049,722,1,493.08,2024-03-11,True,2024-03-09
3050,722,2,724.6,2024-04-10,False,
3051,722,3,865.66,2024-05-10,True,2024-05-07
3052,722,4,646.42,2024-06-09,False,
3053,722,5,532.76,2024-07-09,True,2024-07-04
3054,723,1,412.65,2024-03-02,True,2024-02-28
3055,723,2,262.35,2024-04-01,True,2024-03-31
3056,723,3,780.14,2024-05-01,True,2024-04-26
3057,723,4,725.5,2024-05-31,True,2024-06-04
3058,723,5,799.36,2024-06-30,True,2024-06-25
3059,724,1,486.37,2024-01-21,True,2024-01-20
3060,724,2,333.45,2024-02-20,True,2024-02-17
3061,724,3,726.03,2024-03-21,True,2024-03-18
3062,724,4,921.99,2024-04-20,True,2024-04-22
3063,724,5,529.87,2024-05-20,True,2024-05-22
3064,724,6,686.73,2024-06-19,True,2024-06-14
3065,725,1,940.92,2024-02-09,True,2024-02-12
3066,725,2,967.86,2024-03-10,True,2024-03-07
3067,725,3,676.61,2024-04-09,True,2024-04-11
3068,725,4,205.26,2024-05-09,False,
3069,725,5,371.86,2024-06-08,True,2024-06-05
3070,725,6,935.29,2024-07-08,True,2024-07-03
3071,726,1,323.77,2024-02-02,True,2024-01-31
3072,726,2,411.99,2024-03-03,True,2024-02-29
3073,726,3,848.86,2024-04-02,True,2024-03-31
3074,726,4,787.41,2024-05-02,True,2024-04-30
3075,726,5,590.62,2024-06-01,True,2024-05-31
3076,726,6,676.18,2024-07-01,True,2024-06-26
3077,727,1,505.24,2024-01-13,True,2024-01-15
3078,727,2,478.34,2024-02-12,True,2024-02-11
3079,727,3,895.83,2024-03-13,True,2024-03-08
3080,727,4,942.92,2024-04-12,True,2024-04-11
3081,727,5,443.83,2024-05-12,True,2024-05-10
3082,727,6,461.47,2024-06-11,True,2024-06-07
3083,728,1,976.83,2024-02-17,True,2024-02-16
3084,728,2,377.67,2024-03-18,True,2024-03-16
3085,728,3,468.93,2024-04-17,True,2024-04-12
3086,728,4,519.35,2024-05-17,True,2024-05-15
3087,728,5,809.63,2024-06-16,True,2024-06-12
3088,729,1,721.8,2024-03-19,True,2024-03-14
3089,729,2,397.0,2024-04-18,True,2024-04-15
3090,729,3,747.79,2024-05-18,True,2024-05-14
3091,729,4,538.83,2024-06-17,True,2024-06-12
3092,729,5,724.33,2024-07-17,True,2024-07-14
3093,729,6,692.98,2024-08-16,False,
3094,730,1,553.77,2024-03-23,True,2024-03-21
3095,730,2,359.75,2024-04-22,True,2024-04-21
3096,730,3,289.9,2024-05-22,True,2024-05-23
3097,730,4,895.0,2024-06-21,True,2024-06-20
3098,730,5,444.09,2024-07-21,True,2024-07-16
3099,730,6,369.5,2024-08-20,True,2024-08-15
3100,731,1,586.42,2024-02-02,True,2024-02-01
3101,731,2,501.29,2024-03-03,False,
3102,731,3,621.44,2024-04-02,True,2024-03-31
3103,731,4,831.35,2024-05-02,True,2024-05-01
3104,731,5,253.28,2024-06-01,True,2024-05-29
3105,731,6,891.43,2024-07-01,True,2024-07-06
3106,732,1,509.22,2024-01-06,False,
3107,732,2,606.83,2024-02-05,True,2024-02-08
3108,732,3,893.42,2024-03-06,True,2024-03-01
3109,732,4,973.43,2024-04-05,True,2024-04-04
3110,733,1,397.91,2024-01-13,True,2024-01-09
3111,733,2,795.51,2024-02-12,True,2024-02-09
3112,733,3,700.18,2024-03-13,True,2024-03-17
3113,733,4,420.7,2024-04-12,True,2024-04-08
3114,733,5,912.32,2024-05-12,True,2024-05-07
3115,734,1,959.29,2024-03-26,True,2024-03-22
3116,734,2,725.55,2024-04-25,True,2024-04-20
3117,734,3,898.16,2024-05-25,True,2024-05-20
3118,734,4,322.2,2024-06-24,False,
3119,734,5,927.79,2024-07-24,True,2024-07-22
3120,734,6,721.98,2024-08-23,True,2024-08-21
3121,735,1,890.07,2024-01-14,True,2024-01-09
3122,735,2,927.65,2024-02-13,True,2024-02-14
3123,735,3,724.99,2024-03-14,True,2024-03-13
3124,735,4,645.87,2024-04-13,False,
3125,736,1,294.71,2024-02-04,True,2024-02-09
3126,736,2,223.59,2024-03-05,True,2024-03-08
3127,736,3,442.68,2024-04-04,True,2024-04-09
3128,736,4,946.6,2024-05-04,True,2024-05-03
3129,736,5,305.24,2024-06-03,True,2024-06-07
3130,737,1,413.49,2024-01-16,True,2024-01-14
3131,737,2,384.73,2024-02-15,True,2024-02-11
3132,737,3,307.27,2024-03-16,True,2024-03-13
3133,737,4,347.18,2024-04-15,True,2024-04-13
3134,737,5,354.61,2024-05-15,True,2024-05-14
3135,737,6,940.35,2024-06-14,False,
3136,738,1,378.04,2024-01-11,True,2024-01-09
3137,738,2,252.91,2024-02-10,False,
3138,738,3,988.5,2024-03-11,True,2024-03-08
3139,738,4,893.42,2024-04-10,True,2024-04-09
3140,738,5,686.34,2024-05-10,True,2024-05-06
3141,739,1,689.2,2024-04-26,True,2024-04-21
3142,739,2,713.12,2024-05-26,True,2024-05-25
3143,739,3,561.29,2024-06-25,True,2024-06-23
3144,739,4,614.96,2024-07-25,True,2024-07-20
3145,739,5,509.92,2024-08-24,True,2024-08-25
3146,740,1,432.94,2024-03-10,True,2024-03-07
3147,740,2,569.08,2024-04-09,True,2024-04-08
3148,740,3,751.96,2024-05-09,False,
3149,740,4,570.86,2024-06-08,True,2024-06-03
3150,741,1,290.54,2024-02-03,True,2024-02-08
3151,741,2,637.13,2024-03-04,True,2024-03-03
3152,741,3,343.1,2024-04-03,True,2024-04-01
3153,741,4,906.04,2024-05-03,True,2024-05-01
3154,741,5,774.7,2024-06-02,True,2024-05-29
3155,741,6,707.26,2024-07-02,True,2024-06-27
3156,742,1,689.66,2024-02-10,True,2024-02-09
3157,742,2,814.61,2024-03-11,False,
3158,742,3,652.39,2024-04-10,True,2024-04-08
3159,742,4,343.09,2024-05-10,True,2024-05-07
3160,742,5,784.13,2024-06-09,False,
3161,743,1,431.02,2024-04-01,True,2024-04-02
3162,743,2,202.83,2024-05-01,True,2024-04-27
3163,743,3,884.33,2024-05-31,True,2024-05-27
3164,743,4,390.3,2024-06-30,True,2024-06-26
3165,744,1,553.5,2024-03-10,True,2024-03-05
3166,744,2,422.49,2024-04-09,True,2024-04-10
3167,744,3,239.14,2024-05-09,True,2024-05-08
3168,744,4,316.3,2024-06-08,True,2024-06-03
3169,744,5,438.75,2024-07-08,False,
3170,745,1,239.23,2024-02-01,True,2024-01-29
3171,745,2,688.87,2024-03-02,True,2024-02-26
3172,745,3,341.94,2024-04-01,True,2024-03-31
3173,745,4,274.5,2024-05-01,True,2024-04-27
3174,745,5,856.21,2024-05-31,True,2024-05-31
3175,746,1,434.27,2024-03-17,True,2024-03-14
3176,746,2,463.37,2024-04-16,True,2024-04-14
3177,746,3,689.64,2024-05-16,True,2024-05-11
3178,746,4,989.75,2024-06-15,True,2024-06-12
3179,747,1,541.64,2024-01-23,True,2024-01-18
3180,747,2,996.02,2024-02-22,True,2024-02-17
3181,747,3,597.12,2024-03-23,True,2024-03-21
3182,747,4,906.93,2024-04-22,True,2024-04-20
3183,747,5,201.26,2024-05-22,True,2024-05-21
3184,748,1,789.97,2024-05-06,True,2024-05-02
3185,748,2,531.23,2024-06-05,True,2024-06-03
3186,748,3,209.04,2024-07-05,True,2024-07-04
3187,748,4,446.22,2024-08-04,True,2024-08-03
3188,749,1,291.07,2024-04-25,True,2024-04-20
3189,749,2,692.79,2024-05-25,True,2024-05-22
3190,749,3,867.06,2024-06-24,False,
3191,749,4,583.29,2024-07-24,True,2024-07-22
3192,749,5,585.2,2024-08-23,True,2024-08-27
3193,749,6,916.74,2024-09-22,True,2024-09-27
3194,750,1,244.82,2024-03-20,True,2024-03-17
3195,750,2,644.14,2024-04-19,True,2024-04-16
3196,750,3,839.63,2024-05-19,True,2024-05-17
3197,750,4,424.37,2024-06-18,True,2024-06-23
3198,750,5,627.42,2024-07-18,True,2024-07-16
3199,751,1,676.15,2024-03-05,True,2024-03-02
3200,751,2,767.87,2024-04-04,True,2024-04-02
3201,751,3,497.27,2024-05-04,True,2024-04-29
3202,751,4,441.85,2024-06-03,True,2024-06-01
3203,751,5,930.68,2024-07-03,True,2024-06-29
3204,751,6,923.96,2024-08-02,True,2024-07-29
3205,752,1,785.95,2024-02-07,True,2024-02-05
3206,752,2,815.59,2024-03-08,True,2024-03-12
3207,752,3,741.37,2024-04-07,True,2024-04-03
3208,752,4,510.07,2024-05-07,True,2024-05-04
3209,752,5,945.87,2024-06-06,True,2024-06-05
3210,752,6,466.63,2024-07-06,True,2024-07-03
3211,753,1,217.98,2024-02-27,True,2024-02-25
3212,753,2,456.7,2024-03-28,True,2024-03-25
3213,753,3,818.23,2024-04-27,True,2024-04-25
3214,753,4,418.91,2024-05-27,True,2024-05-22
3215,753,5,281.9,2024-06-26,True,2024-06-23
3216,754,1,313.25,2024-02-01,True,2024-01-30
3217,754,2,337.02,2024-03-02,True,2024-03-06
3218,754,3,554.92,2024-04-01,True,2024-03-31
3219,754,4,284.74,2024-05-01,True,2024-04-29
3220,755,1,763.74,2024-04-01,True,2024-03-28
3221,755,2,693.05,2024-05-01,True,2024-05-06
3222,755,3,806.72,2024-05-31,True,2024-05-27
3223,755,4,654.23,2024-06-30,True,2024-07-05
3224,755,5,574.62,2024-07-30,True,2024-07-26
3225,756,1,576.44,2024-03-03,False,
3226,756,2,314.98,2024-04-02,True,2024-03-30
3227,756,3,513.66,2024-05-02,True,2024-04-29
3228,756,4,562.63,2024-06-01,True,2024-05-29
3229,756,5,582.92,2024-07-01,True,2024-06-28
3230,757,1,683.55,2024-02-18,True,2024-02-17
3231,757,2,460.7,2024-03-19,True,2024-03-14
3232,757,3,568.78,2024-04-18,True,2024-04-16
3233,757,4,638.36,2024-05-18,False,
3234,758,1,507.05,2024-02-28,True,2024-03-03
3235,758,2,544.92,2024-03-29,False,
3236,758,3,653.77,2024-04-28,True,2024-04-26
3237,758,4,730.09,2024-05-28,True,2024-06-01
3238,759,1,869.4,2024-03-05,True,2024-03-02
3239,759,2,644.07,2024-04-04,True,2024-03-31
3240,759,3,255.69,2024-05-04,True,2024-05-07
3241,759,4,461.93,2024-06-03,True,2024-06-01
3242,759,5,853.63,2024-07-03,True,2024-07-08
3243,760,1,847.87,2024-04-24,True,2024-04-20
3244,760,2,625.0,2024-05-24,True,2024-05-22
3245,760,3,364.53,2024-06-23,True,2024-06-20
3246,760,4,934.8,2024-07-23,False,
3247,761,1,774.23,2024-04-10,False,
3248,761,2,992.23,2024-05-10,True,2024-05-05
3249,761,3,523.36,2024-06-09,True,2024-06-06
3250,761,4,920.86,2024-07-09,False,
3251,761,5,200.67,2024-08-08,True,2024-08-08
3252,761,6,889.0,2024-09-07,True,2024-09-02
3253,762,1,515.41,2024-01-14,True,2024-01-10
3254,762,2,548.15,2024-02-13,True,2024-02-11
3255,762,3,350.58,2024-03-14,True,2024-03-17
3256,762,4,323.41,2024-04-13,False,
3257,763,1,736.05,2024-03-30,True,2024-03-29
3258,763,2,315.2,2024-04-29,True,2024-04-27
3259,763,3,267.73,2024-05-29,True,2024-05-25
3260,763,4,914.87,2024-06-28,True,2024-07-02
